,path,query,alt,src
85,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of fist/photooffist1.jpeg,photo of fist,"Fist Images – Browse 551,261 Stock Photos, Vectors, and Video | Adobe Stock",https://t4.ftcdn.net/jpg/02/84/08/69/360_F_284086907_taiUJZGHNFnJo0WyQRUZcW3bhKx8nsfX.jpg
86,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/five fingers/fivefingers1.png,five fingers,FiveFingers: The Original Barefoot Toe Shoes for Men | Vibram,https://www.vibram.com/on/demandware.static/-/Sites-vibram-storefront-us/default/dwedd2ace1/CATEGORYBACKGROUNDS/2023/Mobile/1350x1688_Men'sFiveFingers-min.png
87,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/man showing hand/manshowinghand6.jpeg,man showing hand,Young african american man showing an ok sign with fingers and giving a  thumb up gesture with the other hand on isolated background Stock Photo |  Adobe Stock,https://as2.ftcdn.net/v2/jpg/02/08/59/59/1000_F_208595969_unuqdRYCjNGF4ZFjkGHSGmcuCazqKX15.jpg
88,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of fist/photooffist2.jpeg,photo of fist,"613,200 Fist Images, Stock Photos, 3D objects, & Vectors | Shutterstock",https://www.shutterstock.com/image-photo/holding-fists-air-isolated-on-600w-2237604181.jpg
89,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/five fingers/fivefingers2.png,five fingers,five fingers Icon - Free PNG & SVG 73721 - Noun Project,https://static.thenounproject.com/png/73721-200.png
90,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of five fingers/photooffivefingers0.jpeg,photo of five fingers,"Five Fingers Images – Browse 118,009 Stock Photos, Vectors, and Video |  Adobe Stock",https://t4.ftcdn.net/jpg/05/54/78/89/360_F_554788951_fLAy5C8e9bha4caBTWVJN6rvTD0pEVfE.jpg
91,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/hands/hands9.png,hands,Day 16 // How to Draw Hands • Bardot Brush,https://bardotbrush.com/wp-content/uploads/2019/07/Hand-Palm-Reference-Photo.png
92,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/man showing hand/manshowinghand7.jpeg,man showing hand,young man showing something with his hand Stock Photo - Alamy,https://c8.alamy.com/comp/2AB4D6K/young-man-showing-something-with-his-hand-2AB4D6K.jpg
93,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of fist/photooffist3.jpeg,photo of fist,Fist Svg Clenched Fist Svg Raised Fist Svg Vector Cut File - Etsy,https://i.etsystatic.com/22467704/r/il/1d29b1/2657274262/il_1080xN.2657274262_a743.jpg
94,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/five fingers/fivefingers3.jpeg,five fingers,Five Finger Full Value Contract — Friendzy,https://images.squarespace-cdn.com/content/v1/5dc5d641498834108f7c46a5/22951f79-a0fa-4691-867c-630143f9e468/5-Finger-Hero.jpg
95,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of fist/photooffist4.jpeg,photo of fist,"Raised Fist Vector Icon Human Hand Up In The Air Stock Illustration -  Download Image Now - Fist, Raised Fist, Vector - iStock",https://media.istockphoto.com/id/1299236204/vector/raised-fist-vector-icon-human-hand-up-in-the-air.jpg?s=612x612&w=0&k=20&c=Dl8NBM__8onc7N0xcmRExMFGYjfyfLDFQ1sLfL2Hrs4=
96,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/man showing hand/manshowinghand8.jpeg,man showing hand,"8,833 Man Hand Showing Stop Sign Stock Photos - Free & Royalty-Free Stock  Photos from Dreamstime",https://thumbs.dreamstime.com/z/young-african-man-showing-stop-sign-hand-over-white-background-41266059.jpg
97,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of fist/photooffist5.jpeg,photo of fist,"Fist Icon Stock Illustrations – 46,201 Fist Icon Stock Illustrations,  Vectors & Clipart - Dreamstime",https://thumbs.dreamstime.com/b/fist-icon-vector-illustration-55195634.jpg
98,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/five fingers/fivefingers4.jpeg,five fingers,Five Fingers (South Korean TV series) - Wikipedia,https://upload.wikimedia.org/wikipedia/en/4/40/Five_Fingers-poster.jpg
99,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of fist/photooffist6.jpeg,photo of fist,fist front side of man hand isolated on white background. punching  something. Stock Photo | Adobe Stock,https://as2.ftcdn.net/v2/jpg/05/10/74/73/1000_F_510747386_bfyQTowfiPdeNy254lhVUjMAooyiEo14.jpg
100,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/man showing hand/manshowinghand9.jpeg,man showing hand,business man showing his hand over a white background (shallow DOF) |  Freestock photos,https://s3.amazonaws.com/freestock-prod/450/freestock_2033732.jpg
101,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of fist/photooffist7.jpeg,photo of fist,"Fist Images – Browse 551,261 Stock Photos, Vectors, and Video | Adobe Stock",https://t4.ftcdn.net/jpg/02/08/73/11/360_F_208731134_MohLuvF95mSIJUCUiZiba2tLddXtEMtQ.jpg
102,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of fist/photooffist8.jpeg,photo of fist,"Fist Punching Stock Illustrations – 4,379 Fist Punching Stock  Illustrations, Vectors & Clipart - Dreamstime",https://thumbs.dreamstime.com/z/hand-fist-punching-hitting-comic-pop-art-symbol-vector-illustration-white-background-86650730.jpg
103,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/five fingers/fivefingers5.jpeg,five fingers,I Pray with My Five Fingers Magnet - The ACTS Mission Store,https://cdn.shoplightspeed.com/shops/602983/files/9119981/praying-with-your-five-fingers-magnet.jpg
104,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of fist/photooffist9.jpeg,photo of fist,"190,100+ Fist Stock Photos, Pictures & Royalty-Free Images - iStock | Fist  icon, Punch, Fist icon set",https://media.istockphoto.com/id/1266768899/vector/protest-vector-icon-isolated-on-white-background-outline-thin-line-protest-icon-for-website.jpg?s=612x612&w=0&k=20&c=MhJcnC3ZhnYRMPGKSwLCZfEwhlmh8h4l-ewAkKU7OLk=
105,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of five fingers/photooffivefingers1.jpeg,photo of five fingers,Five-Finger-Voting... vote with your five fingers.,https://www.plays-in-business.com/wp-content/uploads/2015/07/five-finger-voting.jpg
106,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/five fingers/fivefingers6.jpeg,five fingers,Five fingers of a hand Royalty Free Vector Image,https://cdn4.vectorstock.com/i/1000x1000/17/73/five-fingers-of-a-hand-vector-6571773.jpg
107,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of five fingers/photooffivefingers2.jpeg,photo of five fingers,Five fingers of a hand Royalty Free Vector Image,https://cdn4.vectorstock.com/i/1000x1000/17/73/five-fingers-of-a-hand-vector-6571773.jpg
108,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/five fingers/fivefingers7.jpeg,five fingers,Five Fingers | Number Songs | Pinkfong Songs for Children - YouTube,https://i.ytimg.com/vi/Ic7b5tvYaeQ/maxresdefault.jpg
109,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of five fingers/photooffivefingers3.png,photo of five fingers,Five fingers - Free hands and gestures icons,https://cdn-icons-png.flaticon.com/256/2121/2121092.png
110,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/five fingers/fivefingers8.jpeg,five fingers,"Five Finger Hand Kid Boy Stock Illustrations – 73 Five Finger Hand Kid Boy  Stock Illustrations, Vectors & Clipart - Dreamstime",https://thumbs.dreamstime.com/b/kid-s-hand-showing-number-five-fingers-icon-counting-education-childrens-vector-illustration-sign-104947754.jpg
111,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of five fingers/photooffivefingers4.png,photo of five fingers,Five Fingers - Free hands and gestures icons,https://cdn-icons-png.flaticon.com/512/9971/9971672.png
112,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/five fingers/fivefingers9.jpeg,five fingers,One hand. Hand showing five fingers. A welcome gesture. Stopping gesture.  stop character. Opened palm of the hand. Painted hand. Contour arm.  Illustration of five fingers. Stock Illustration | Adobe Stock,https://as1.ftcdn.net/v2/jpg/01/10/24/08/1000_F_110240885_Xbsbun1F2lzeuyi0ArtvuDMirJ2TrAbE.jpg
113,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of five fingers/photooffivefingers5.jpeg,photo of five fingers,outlined hand showing five finger palm image Stock Vector Image & Art -  Alamy,https://c8.alamy.com/comp/JADHAA/outlined-hand-showing-five-finger-palm-image-JADHAA.jpg
114,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of five fingers/photooffivefingers6.jpeg,photo of five fingers,"Image Of Male Hand Showing Five Fingers On A White Background Stock Photo,  Picture and Royalty Free Image. Image 12061585.",https://previews.123rf.com/images/pressmaster/pressmaster1201/pressmaster120100645/12061585-image-of-male-hand-showing-five-fingers-on-a-white-background.jpg
115,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hands/photoofhands0.jpeg,photo of hands,20+ Hands Pictures | Download Free Images on Unsplash,https://plus.unsplash.com/premium_photo-1666264200708-f28fd190f308?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8OXx8aGFuZHN8ZW58MHx8MHx8fDA%3D
116,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of five fingers/photooffivefingers7.jpeg,photo of five fingers,Hand showing five fingers Royalty Free Vector Image,https://cdn1.vectorstock.com/i/1000x1000/07/75/hand-showing-five-fingers-vector-25090775.jpg
117,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of five fingers/photooffivefingers8.png,photo of five fingers,five fingers Icon - Free PNG & SVG 73721 - Noun Project,https://static.thenounproject.com/png/73721-200.png
118,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hands/photoofhands1.jpeg,photo of hands,20+ Hands Pictures | Download Free Images on Unsplash,https://plus.unsplash.com/premium_photo-1666107278223-44299e033030?q=80&w=1000&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NXx8aGFuZHN8ZW58MHx8MHx8fDA%3D
119,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hands/photoofhands2.jpeg,photo of hands,"Hands Images – Browse 37,973,458 Stock Photos, Vectors, and Video | Adobe  Stock",https://t3.ftcdn.net/jpg/00/62/18/88/360_F_62188812_ecZlrgUtO6VFiUOIOHFIdRsROy0i1iBW.jpg
120,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of five fingers/photooffivefingers9.jpeg,photo of five fingers,Hand is showing five fingers isolated Stock Photo by ©boule1301 13085427,https://st.depositphotos.com/1616053/1308/i/950/depositphotos_13085427-stock-photo-hand-is-showing-five-fingers.jpg
121,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hands/photoofhands3.png,photo of hands,Day 16 // How to Draw Hands • Bardot Brush,https://bardotbrush.com/wp-content/uploads/2019/07/how-to-draw-hands-homework.png
122,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hands/photoofhands4.jpeg,photo of hands,How To Draw Hands - Step by Step Guide | 21 Draw,https://www.21-draw.com/wp-content/uploads/2022/07/use-reference-images-for-drawing-hands.jpg
123,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hands/photoofhands5.jpeg,photo of hands,"Hand - Simple English Wikipedia, the free encyclopedia",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Human-Hands-Front-Back.jpg/640px-Human-Hands-Front-Back.jpg
124,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hands/photoofhands6.webp,photo of hands,Why do we have lines on the palms of our hands? - BBC Science Focus Magazine,https://c02.purpledshub.com/uploads/sites/41/2018/07/GettyImages-77937874-9ed4b0b.jpg?w=1029&webp=1
125,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hands/photoofhands7.jpeg,photo of hands,"Hands Photos, Download The BEST Free Hands Stock Photos & HD Images",https://images.pexels.com/photos/2838506/pexels-photo-2838506.jpeg?cs=srgb&dl=pexels-lil-artsy-2838506.jpg&fm=jpg
126,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hands/photoofhands8.jpeg,photo of hands,How To Draw Hands - Step by Step Guide | 21 Draw,https://www.21-draw.com/wp-content/uploads/2022/07/how-to-draw-hands.jpg
127,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of hands/photoofhands9.jpeg,photo of hands,AI Drawing Hands | Know Your Meme,https://i.kym-cdn.com/entries/icons/original/000/043/554/cover2.jpg
128,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of handshake/photoofhandshake0.jpeg,photo of handshake,"3,172 Hand Shake Clip Art Images, Stock Photos, 3D objects, & Vectors |  Shutterstock",https://www.shutterstock.com/image-vector/business-handshake-contract-agreement-flat-600w-405401863.jpg
129,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of handshake/photoofhandshake1.jpeg,photo of handshake,Making your handshake work for you in your career (opinion),https://www.insidehighered.com/sites/default/files/styles/max_650x650/public/media/barber%20handshake.jpg?itok=9FJCpvcE
130,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of handshake/photoofhandshake2.jpeg,photo of handshake,"Handshake Images | Free Photos, PNG Stickers, Wallpapers & Backgrounds -  rawpixel",https://images.rawpixel.com/image_png_800/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIyLTA1L2stczMyLXRlbi0wNzAtam9iMjEtbC1qb2I3ODgucG5n.png
131,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of handshake/photoofhandshake3.png,photo of handshake,"File:Handshake, by David.svg - Wikipedia",https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Handshake%2C_by_David.svg/1280px-Handshake%2C_by_David.svg.png
132,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of handshake/photoofhandshake4.jpeg,photo of handshake,"Handshake Images – Browse 677,142 Stock Photos, Vectors, and Video | Adobe  Stock",https://t3.ftcdn.net/jpg/04/54/29/74/360_F_454297497_3puTxBIGgb3DoiAPyxWQcVe38dHMQhAb.jpg
133,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of handshake/photoofhandshake5.jpeg,photo of handshake,Importance of a Good Handshake,https://media.licdn.com/dms/image/C4D12AQFvR6webwTsKw/article-cover_image-shrink_720_1280/0/1533823206296?e=2147483647&v=beta&t=wZN4Py-PYNTGQa6WCk1HVhivWC8SWcoIYFN1LdI1b9A
134,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of handshake/photoofhandshake6.jpeg,photo of handshake,Premium Vector | Hand shake handshake of business man or businessmen  shaking hands as success partnership deal concept illustration isolated on  white background clipart,https://img.freepik.com/premium-vector/hand-shake-handshake-business-man-businessmen-shaking-hands-as-success-partnership-deal-concept-illustration-isolated-white-background-clipart_212005-185.jpg?w=2000
135,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of handshake/photoofhandshake7.jpeg,photo of handshake,"289,300+ Handshake Stock Photos, Pictures & Royalty-Free Images - iStock |  Business handshake, Partnership, Handshake icon",https://media.istockphoto.com/id/1387451522/photo/businesswoman-handshake-and-business-people-successful-business-concept.jpg?s=612x612&w=0&k=20&c=HQ6IaTKYqG-x682TjjLyVCyd-DL0K3CPFmIxBnmUYsw=
136,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of handshake/photoofhandshake8.jpeg,photo of handshake,The Loss of the Handshake is an Opportunity for Connection - UT News,https://news.utexas.edu/wp-content/uploads/2019/06/Mixed-Race-Hands.jpg
137,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of handshake/photoofhandshake9.jpeg,photo of handshake,Handshake sketch. Business concept people handshakes vector doodles Stock  Vector Image & Art - Alamy,https://c8.alamy.com/comp/2F3D1Y8/handshake-sketch-business-concept-people-handshakes-vector-doodles-2F3D1Y8.jpg
138,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of palms out/photoofpalmsout0.jpeg,photo of palms out,"Two hands with palms up, isolated on black background | Stock image |  Colourbox",https://d2gg9evh47fn9z.cloudfront.net/800px_COLOURBOX3659381.jpg
139,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of palms out/photoofpalmsout1.jpeg,photo of palms out,Palms up Cut Out Stock Images & Pictures - Alamy,https://c8.alamy.com/comp/BT2KPR/empty-palms-up-isolated-on-a-white-background-BT2KPR.jpg
140,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of palms out/photoofpalmsout2.jpeg,photo of palms out,"Hands. Two hands with palms up #Sponsored , #Paid, #Ad, #hands, #palms,  #Hands | Stock photography free, Stock photos, Stock images free",https://i.pinimg.com/736x/3d/7f/59/3d7f59790bc36955ca62267e78df69a4.jpg
141,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of palms out/photoofpalmsout3.jpeg,photo of palms out,Palms facing out hi-res stock photography and images - Alamy,https://c8.alamy.com/comp/CWEWDB/hands-palms-isolated-against-white-CWEWDB.jpg
142,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of palms out/photoofpalmsout4.jpeg,photo of palms out,Two Hands Open Palms Image & Photo (Free Trial) | Bigstock,https://static1.bigstockphoto.com/4/0/4/large1500/404710916.jpg
143,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of palms out/photoofpalmsout5.jpeg,photo of palms out,"Outstretched Hands / Palms With White Background Stock Photo, Picture and  Royalty Free Image. Image 80028813.",https://previews.123rf.com/images/paulphoto/paulphoto1706/paulphoto170600010/80028813-outstretched-hands-palms-with-white-background.jpg
144,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of palms out/photoofpalmsout6.jpeg,photo of palms out,"Two hands with palms up, isolated on white background | Stock image |  Colourbox",https://d2gg9evh47fn9z.cloudfront.net/1600px_COLOURBOX2585366.jpg
145,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of palms out/photoofpalmsout7.jpeg,photo of palms out,"Open Hand With Palm Up Isolated On White Background Stock Photo, Picture  and Royalty Free Image. Image 91278059.",https://previews.123rf.com/images/paulphoto/paulphoto1712/paulphoto171200002/91278059-open-hand-with-palm-up-isolated-on-white-background.jpg
146,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of one finger/photoofonefinger0.jpeg,photo of one finger,"318,928 One Finger Stock Photos - Free & Royalty-Free Stock Photos from  Dreamstime",https://thumbs.dreamstime.com/b/one-finger-20482985.jpg
147,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of palms out/photoofpalmsout8.jpeg,photo of palms out,Person holding out palms photo – Free Hand Image on Unsplash,https://images.unsplash.com/photo-1571324444810-95ebf06576c1?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1yZWxhdGVkfDJ8fHxlbnwwfHx8fHw%3D&w=1000&q=80
148,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of three fingers/photoofthreefingers1.jpeg,photo of three fingers,"Three Fingers Stock Illustrations – 2,591 Three Fingers Stock  Illustrations, Vectors & Clipart - Dreamstime",https://thumbs.dreamstime.com/z/human-cartoon-hand-showing-three-fingers-number-87864744.jpg
149,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of one finger/photoofonefinger1.jpeg,photo of one finger,One Finger Images - Free Download on Freepik,https://img.freepik.com/free-photo/attention-gesture_186202-420.jpg
150,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of palms out/photoofpalmsout9.jpeg,photo of palms out,How to use Hands and Palms to Communicate Better | by Kunal Yadav | Medium,https://miro.medium.com/v2/resize:fit:1400/1*_o5yPMOaA_oPc_I-q2cWmA.jpeg
151,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of three fingers/photoofthreefingers2.jpeg,photo of three fingers,"75,827 3 Fingers Images, Stock Photos, 3D objects, & Vectors | Shutterstock",https://www.shutterstock.com/image-photo/number-three-woman-hand-260nw-688569595.jpg
152,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of one finger/photoofonefinger2.jpeg,photo of one finger,One finger up hand gesture icon image Royalty Free Vector,https://cdn2.vectorstock.com/i/1000x1000/65/46/one-finger-up-hand-gesture-icon-image-vector-19526546.jpg
153,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of three fingers/photoofthreefingers3.jpeg,photo of three fingers,Armhand And Fingers Showing Number Three Isolated On White Stock Photo -  Download Image Now - iStock,https://media.istockphoto.com/id/603903320/photo/arm-hand-and-fingers-showing-number-three-isolated-on-white.jpg?s=612x612&w=0&k=20&c=WjYeUvG5U6K0Uh0IeiICMsKwD3hhT1L0-Qx9ldrgVxM=
154,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of one finger/photoofonefinger3.jpeg,photo of one finger,"One Finger"" Images – Browse 2,021 Stock Photos, Vectors, and Video | Adobe  Stock",https://t4.ftcdn.net/jpg/04/90/28/67/360_F_490286707_QCB4O1HcPFlaf4wFfHZ6YE5HbUFgQokt.jpg
155,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of three fingers/photoofthreefingers4.jpeg,photo of three fingers,Three fingers up ok hand gesture icon image Vector Image,https://cdn5.vectorstock.com/i/1000x1000/61/49/three-fingers-up-ok-hand-gesture-icon-image-vector-19526149.jpg
156,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of one finger/photoofonefinger4.jpeg,photo of one finger,One finger up hand gesture icon image Royalty Free Vector,https://cdn2.vectorstock.com/i/1000x1000/65/31/one-finger-up-hand-gesture-icon-image-vector-19526531.jpg
157,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of three fingers/photoofthreefingers5.jpeg,photo of three fingers,Three Fingers Cartoon Hand Stock Vector | Adobe Stock,https://as2.ftcdn.net/v2/jpg/00/45/13/35/1000_F_45133537_c22MMptFRrmlFgt3EYCBjTD9SeiuDQ3f.jpg
158,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of one finger/photoofonefinger5.jpeg,photo of one finger,"One Finger"" Images – Browse 2,021 Stock Photos, Vectors, and Video | Adobe  Stock",https://t4.ftcdn.net/jpg/00/19/27/51/360_F_19275127_dyFdFhmGrSRxbOd7F1zWQhMgnMGyTVbw.jpg
159,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of three fingers/photoofthreefingers6.jpeg,photo of three fingers,Three finger gesture hi-res stock photography and images - Alamy,https://c8.alamy.com/comp/EB0HMJ/hand-gesturing-a-three-finger-salute-isolated-on-white-background-EB0HMJ.jpg
160,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of woman showing three fingers/photoofwomanshowingthreefingers0.jpeg,photo of woman showing three fingers,"Three Fingers Woman Images – Browse 22,249 Stock Photos, Vectors, and Video  | Adobe Stock",https://t3.ftcdn.net/jpg/03/33/57/92/360_F_333579250_ZWq6jQ7uwWnyFvZ2T4NpSjQW5fBO9KXY.jpg
161,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of one finger/photoofonefinger6.jpeg,photo of one finger,"318,928 One Finger Stock Photos - Free & Royalty-Free Stock Photos from  Dreamstime",https://thumbs.dreamstime.com/b/female-hand-showing-gesture-raised-up-one-finger-isolated-white-background-86096928.jpg
162,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of woman showing three fingers/photoofwomanshowingthreefingers1.jpeg,photo of woman showing three fingers,"Three Fingers Woman Images – Browse 22,249 Stock Photos, Vectors, and Video  | Adobe Stock",https://t3.ftcdn.net/jpg/00/60/58/32/360_F_60583288_Ca4Cumms1wnnsQH187eOWxMR1ISELloO.jpg
163,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of one finger/photoofonefinger7.png,photo of one finger,"Hand, gesture, finger, one icon - Download on Iconfinder",https://cdn1.iconfinder.com/data/icons/baseball-line-vol-1/74/hand_gesture__hand__finger__one-512.png
164,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of woman showing three fingers/photoofwomanshowingthreefingers2.jpeg,photo of woman showing three fingers,"Three Fingers Woman Images – Browse 22,249 Stock Photos, Vectors, and Video  | Adobe Stock",https://t3.ftcdn.net/jpg/04/34/71/40/360_F_434714084_c8CtzgIJxZSU1CEocys8yAd41bNl6n1Z.jpg
165,/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/photos2/photo of one finger/photoofonefinger8.jpeg,photo of one finger,"34,200+ Index Finger Pointing Up Stock Photos, Pictures & Royalty-Free  Images - iStock",https://media.istockphoto.com/id/171239517/photo/isolated-hand.jpg?s=612x612&w=0&k=20&c=z2DTGqIAADE7D8SZ49k_CSbvZ9qE0w4ssfFc8JYfxdE=
